C;57;0.00897529
try;56;0.00881783
church;56;0.00881783
bare;56;0.00881783
inhabitants;56;0.00881783
addressing;56;0.00881783
Arakcheev;56;0.00881783
twice;56;0.00881783
play;56;0.00881783
whispered;56;0.00881783
wouldn;56;0.00881783
r;56;0.00881783
directed;56;0.00881783
illness;56;0.00881783
opposite;56;0.00881783
offered;56;0.00881783
loss;56;0.00881783
ought;56;0.00881783
intention;56;0.00881783
ride;56;0.00881783
memory;56;0.00881783
servant;56;0.00881783
armchair;56;0.00881783
council;56;0.00881783
eye;56;0.00881783
wound;56;0.00881783
crossed;56;0.00881783
comrades;56;0.00881783
chest;55;0.00866037
notion;55;0.00866037
six;55;0.00866037
Come;55;0.00866037
homme;55;0.00866037
post;55;0.00866037
stepped;55;0.00866037
Ippolit;55;0.00866037
dog;55;0.00866037
garden;55;0.00866037
desire;55;0.00866037
sighed;55;0.00866037
accompanied;55;0.00866037
surprised;55;0.00866037
Mikhail;55;0.00866037
guest;54;0.00850291
common;54;0.00850291
appointed;54;0.00850291
Bogucharovo;54;0.00850291
Nikolenka;54;0.00850291
jumped;54;0.00850291
brothers;54;0.00850291
walking;54;0.00850291
experience;54;0.00850291
boots;54;0.00850291
wept;54;0.00850291
singing;54;0.00850291
impression;54;0.00850291
acquaintances;54;0.00850291
orderly;54;0.00850291
wars;54;0.00850291
condition;54;0.00850291
thirty;54;0.00850291
empty;54;0.00850291
everywhere;54;0.00850291
pleased;54;0.00850291
forest;54;0.00850291
Volume;53;0.00834544
calling;53;0.00834544
fully;53;0.00834544
driving;53;0.00834544
remain;53;0.00834544
care;53;0.00834544
excellent;53;0.00834544
falling;53;0.00834544
August;53;0.00834544
shall;53;0.00834544
details;53;0.00834544
consider;53;0.00834544
knowledge;53;0.00834544
interest;53;0.00834544
Before;53;0.00834544
1;53;0.00834544
Look;53;0.00834544
239;53;0.00834544
